canonical_playlist_index	video_id	canonical_title	youtube_url	transcript_info_json	primary_transcript_vtt	legacy_id	legacy_sequence	legacy_title	curated_output
58	dwrrj1ri670	Will We Remember Our Life on Earth in Heaven? || I'd Like to Know	https://www.youtube.com/watch?v=dwrrj1ri670	curation/transcripts/id-like-to-know/058-dwrrj1ri670-Will We Remember Our Life on Earth in Heaven？ ｜｜ I'd Like to Know.info.json	curation/transcripts/id-like-to-know/058-dwrrj1ri670-Will We Remember Our Life on Earth in Heaven？ ｜｜ I'd Like to Know.en-orig.vtt				
59	pKNYWvTybDE	REVELATION 16 and 7—Angels, Churches, or Governments❓ Work in Heaven❓ || I'd Like to Know	https://www.youtube.com/watch?v=pKNYWvTybDE	curation/transcripts/id-like-to-know/059-pKNYWvTybDE-REVELATION 16 and 7—Angels, Churches, or Governments❓ Work in Heaven❓ ｜｜ I'd Like to Know.info.json	curation/transcripts/id-like-to-know/059-pKNYWvTybDE-REVELATION 16 and 7—Angels, Churches, or Governments❓ Work in Heaven❓ ｜｜ I'd Like to Know.en-orig.vtt				
60	mtPGjL-UYxw	Where Was Jesus After His Resurrection?/ No Oceans in the New Earth? || I'd Like to Know	https://www.youtube.com/watch?v=mtPGjL-UYxw	curation/transcripts/id-like-to-know/060-mtPGjL-UYxw-Where Was Jesus After His Resurrection？⧸ No Oceans in the New Earth？ ｜｜ I'd Like to Know.info.json	curation/transcripts/id-like-to-know/060-mtPGjL-UYxw-Where Was Jesus After His Resurrection？⧸ No Oceans in the New Earth？ ｜｜ I'd Like to Know.en-orig.vtt				
61	Isr2FsJe-mA	Euphrates dried up symbolic? Revelation 16:12:  EXPLAINED || I'd like to know	https://www.youtube.com/watch?v=Isr2FsJe-mA	curation/transcripts/id-like-to-know/061-Isr2FsJe-mA-Euphrates dried up symbolic？ Revelation 16_12：  EXPLAINED ｜｜ I'd like to know.info.json	curation/transcripts/id-like-to-know/061-Isr2FsJe-mA-Euphrates dried up symbolic？ Revelation 16_12：  EXPLAINED ｜｜ I'd like to know.en-orig.vtt				
62	YdJYKxsdgS4	ABORTION in extreme circumstances? || I'd like to know	https://www.youtube.com/watch?v=YdJYKxsdgS4	curation/transcripts/id-like-to-know/062-YdJYKxsdgS4-ABORTION in extreme circumstances？ ｜｜ I'd like to know.info.json	curation/transcripts/id-like-to-know/062-YdJYKxsdgS4-ABORTION in extreme circumstances？ ｜｜ I'd like to know.en-orig.vtt	ilk-006	006	ABORTION in extreme circumstances?	curation/curated/id-like-to-know/items/ilk-006.md
63	PYjLhwwGSFM	Hebrews 7:11-1 EXPLAINED / Does the Bible say Noah warned about the flood? || I'd Like to Know	https://www.youtube.com/watch?v=PYjLhwwGSFM	curation/transcripts/id-like-to-know/063-PYjLhwwGSFM-Hebrews 7_11-1 EXPLAINED ⧸ Does the Bible say Noah warned about the flood？ ｜｜ I'd Like to Know.info.json	curation/transcripts/id-like-to-know/063-PYjLhwwGSFM-Hebrews 7_11-1 EXPLAINED ⧸ Does the Bible say Noah warned about the flood？ ｜｜ I'd Like to Know.en-orig.vtt				
64	DUDsV_5xuhQ	Does the Holy Spirit work through angels? Why does God "harden" hearts? || I'd Like to Know	https://www.youtube.com/watch?v=DUDsV_5xuhQ	curation/transcripts/id-like-to-know/064-DUDsV_5xuhQ-Does the Holy Spirit work through angels？ Why does God ＂harden＂ hearts？ ｜｜ I'd Like to Know.info.json	curation/transcripts/id-like-to-know/064-DUDsV_5xuhQ-Does the Holy Spirit work through angels？ Why does God ＂harden＂ hearts？ ｜｜ I'd Like to Know.en-orig.vtt				
65	cwiNEFBbXT0	Why is God seen as male? / Zechariah 13:6-7 EXPLAINED || I'd Like to Know	https://www.youtube.com/watch?v=cwiNEFBbXT0	curation/transcripts/id-like-to-know/065-cwiNEFBbXT0-Why is God seen as male？ ⧸ Zechariah 13_6-7 EXPLAINED ｜｜ I'd Like to Know.info.json	curation/transcripts/id-like-to-know/065-cwiNEFBbXT0-Why is God seen as male？ ⧸ Zechariah 13_6-7 EXPLAINED ｜｜ I'd Like to Know.en-orig.vtt				
66	76dlAUsesUA	The Great Multitude and the 144,000: EXPLAINED || I'd Like to Know	https://www.youtube.com/watch?v=76dlAUsesUA	curation/transcripts/id-like-to-know/066-76dlAUsesUA-The Great Multitude and the 144,000： EXPLAINED ｜｜ I'd Like to Know.info.json	curation/transcripts/id-like-to-know/066-76dlAUsesUA-The Great Multitude and the 144,000： EXPLAINED ｜｜ I'd Like to Know.en-orig.vtt				
67	jiQ1PAPrquk	What Does the Bible Say About Our Spirit? God's Spirit vs. Breath of Life? || I'd Like to Know	https://www.youtube.com/watch?v=jiQ1PAPrquk	curation/transcripts/id-like-to-know/067-jiQ1PAPrquk-What Does the Bible Say About Our Spirit？ God's Spirit vs. Breath of Life？ ｜｜ I'd Like to Know.info.json	curation/transcripts/id-like-to-know/067-jiQ1PAPrquk-What Does the Bible Say About Our Spirit？ God's Spirit vs. Breath of Life？ ｜｜ I'd Like to Know.en-orig.vtt				
68	uo19yCsrVTg	The Sabbath Before Creation? Who Are the "Saints" in Jude 1:14? || I'd Like to Know	https://www.youtube.com/watch?v=uo19yCsrVTg	curation/transcripts/id-like-to-know/068-uo19yCsrVTg-The Sabbath Before Creation？ Who Are the ＂Saints＂ in Jude 1_14？ ｜｜ I'd Like to Know.info.json	curation/transcripts/id-like-to-know/068-uo19yCsrVTg-The Sabbath Before Creation？ Who Are the ＂Saints＂ in Jude 1_14？ ｜｜ I'd Like to Know.en-orig.vtt				
69	mneCZav5Yes	Special vs. First Resurrection Explained || I'd Like to Know	https://www.youtube.com/watch?v=mneCZav5Yes	curation/transcripts/id-like-to-know/069-mneCZav5Yes-Special vs. First Resurrection Explained ｜｜ I'd Like to Know.info.json	curation/transcripts/id-like-to-know/069-mneCZav5Yes-Special vs. First Resurrection Explained ｜｜ I'd Like to Know.en-orig.vtt				
70	DWqtEgGBjgY	STEPHANOS: The crown of victory? The Differences Between Diadema and Stephanos || I'd Like to Know	https://www.youtube.com/watch?v=DWqtEgGBjgY	curation/transcripts/id-like-to-know/070-DWqtEgGBjgY-STEPHANOS： The crown of victory？ The Differences Between Diadema and Stephanos ｜｜ I'd Like to Know.info.json	curation/transcripts/id-like-to-know/070-DWqtEgGBjgY-STEPHANOS： The crown of victory？ The Differences Between Diadema and Stephanos ｜｜ I'd Like to Know.en-orig.vtt				
71	PoTDj18j6GU	2300 Year Prophecy? || I'd Like to Know	https://www.youtube.com/watch?v=PoTDj18j6GU	curation/transcripts/id-like-to-know/071-PoTDj18j6GU-2300 Year Prophecy？ ｜｜ I'd Like to Know.info.json	curation/transcripts/id-like-to-know/071-PoTDj18j6GU-2300 Year Prophecy？ ｜｜ I'd Like to Know.en-orig.vtt	ilk-001	001	2300 Year Prophecy?	curation/curated/id-like-to-know/items/ilk-001.md
72	WnS68hNqR94	Sabbath DEATH PENALTY? || I'd Like to Know?	https://www.youtube.com/watch?v=WnS68hNqR94	curation/transcripts/id-like-to-know/072-WnS68hNqR94-Sabbath DEATH PENALTY？ ｜｜ I'd Like to Know？.info.json	curation/transcripts/id-like-to-know/072-WnS68hNqR94-Sabbath DEATH PENALTY？ ｜｜ I'd Like to Know？.en-orig.vtt				
73	t66U6nEAHE0	Dealing with CHURCH MEMBERS? || I'd Like to Know	https://www.youtube.com/watch?v=t66U6nEAHE0	curation/transcripts/id-like-to-know/073-t66U6nEAHE0-Dealing with CHURCH MEMBERS？ ｜｜ I'd Like to Know.info.json	curation/transcripts/id-like-to-know/073-t66U6nEAHE0-Dealing with CHURCH MEMBERS？ ｜｜ I'd Like to Know.en-orig.vtt				
74	LUfm9EhCEAI	🤔  NO BEACH FOR CHRISTIANS?  || I'd Like to Know	https://www.youtube.com/watch?v=LUfm9EhCEAI	curation/transcripts/id-like-to-know/074-LUfm9EhCEAI-🤔  NO BEACH FOR CHRISTIANS？  ｜｜ I'd Like to Know.info.json	curation/transcripts/id-like-to-know/074-LUfm9EhCEAI-🤔  NO BEACH FOR CHRISTIANS？  ｜｜ I'd Like to Know.en-orig.vtt				
75	kdK5go0GIlg	HOW WAS ADAM THE IMAGE OF GOD? ¿Should Adventists Cast Demons? || I'd Like to Know?	https://www.youtube.com/watch?v=kdK5go0GIlg	curation/transcripts/id-like-to-know/075-kdK5go0GIlg-HOW WAS ADAM THE IMAGE OF GOD？ ¿Should Adventists Cast Demons？ ｜｜ I'd Like to Know？.info.json	curation/transcripts/id-like-to-know/075-kdK5go0GIlg-HOW WAS ADAM THE IMAGE OF GOD？ ¿Should Adventists Cast Demons？ ｜｜ I'd Like to Know？.en-orig.vtt				
76	wCr38lE8I30	THE INVESTIGATIVE JUDGEMENT & SALVATION  || I'd Like to Know	https://www.youtube.com/watch?v=wCr38lE8I30	curation/transcripts/id-like-to-know/076-wCr38lE8I30-THE INVESTIGATIVE JUDGEMENT & SALVATION  ｜｜ I'd Like to Know.info.json	curation/transcripts/id-like-to-know/076-wCr38lE8I30-THE INVESTIGATIVE JUDGEMENT & SALVATION  ｜｜ I'd Like to Know.en-orig.vtt				
77	bfDyrd-KDGE	THE SABBATH and Colossians 2:16,17 / An argument against the SABBATH?  || I'd Like to Know	https://www.youtube.com/watch?v=bfDyrd-KDGE	curation/transcripts/id-like-to-know/077-bfDyrd-KDGE-THE SABBATH and Colossians 2_16,17 ⧸ An argument against the SABBATH？  ｜｜ I'd Like to Know.info.json	curation/transcripts/id-like-to-know/077-bfDyrd-KDGE-THE SABBATH and Colossians 2_16,17 ⧸ An argument against the SABBATH？  ｜｜ I'd Like to Know.en-orig.vtt				
78	kGLL9yAMxQg	Ellen G. White: ARE ALL HER WRITINGS INSPIRED? || I'd Like to Know	https://www.youtube.com/watch?v=kGLL9yAMxQg	curation/transcripts/id-like-to-know/078-kGLL9yAMxQg-Ellen G. White： ARE ALL HER WRITINGS INSPIRED？ ｜｜ I'd Like to Know.info.json	curation/transcripts/id-like-to-know/078-kGLL9yAMxQg-Ellen G. White： ARE ALL HER WRITINGS INSPIRED？ ｜｜ I'd Like to Know.en-orig.vtt				
79	qLBqbOhiTKI	Angelic Heredity Possible?  || I'd Like to Know	https://www.youtube.com/watch?v=qLBqbOhiTKI	curation/transcripts/id-like-to-know/079-qLBqbOhiTKI-Angelic Heredity Possible？  ｜｜ I'd Like to Know.info.json	curation/transcripts/id-like-to-know/079-qLBqbOhiTKI-Angelic Heredity Possible？  ｜｜ I'd Like to Know.en-orig.vtt	ilk-009	009	Angelic Heredity Possible?	curation/curated/id-like-to-know/items/ilk-009.md
80	qgpP1QLqBCU	Mary's LINEAGE MISSING? || I'd Like to Know	https://www.youtube.com/watch?v=qgpP1QLqBCU	curation/transcripts/id-like-to-know/080-qgpP1QLqBCU-Mary's LINEAGE MISSING？ ｜｜ I'd Like to Know.info.json	curation/transcripts/id-like-to-know/080-qgpP1QLqBCU-Mary's LINEAGE MISSING？ ｜｜ I'd Like to Know.en-orig.vtt				
81	w2z3bZqOl0c	IS THE SABBATH UNIVERSAL? || I'd Like to Know	https://www.youtube.com/watch?v=w2z3bZqOl0c	curation/transcripts/id-like-to-know/081-w2z3bZqOl0c-IS THE SABBATH UNIVERSAL？ ｜｜ I'd Like to Know.info.json	curation/transcripts/id-like-to-know/081-w2z3bZqOl0c-IS THE SABBATH UNIVERSAL？ ｜｜ I'd Like to Know.en-orig.vtt				
82	D7IwtbgmU90	What happened in 1888? || I'd Like to Know?	https://www.youtube.com/watch?v=D7IwtbgmU90	curation/transcripts/id-like-to-know/082-D7IwtbgmU90-What happened in 1888？ ｜｜ I'd Like to Know？.info.json	curation/transcripts/id-like-to-know/082-D7IwtbgmU90-What happened in 1888？ ｜｜ I'd Like to Know？.en-orig.vtt				
83	TtoQmVSd0Tg	They Saw God? || I'd Like to Know?	https://www.youtube.com/watch?v=TtoQmVSd0Tg	curation/transcripts/id-like-to-know/083-TtoQmVSd0Tg-They Saw God？ ｜｜ I'd Like to Know？.info.json	curation/transcripts/id-like-to-know/083-TtoQmVSd0Tg-They Saw God？ ｜｜ I'd Like to Know？.en-orig.vtt				
84	793BAEl4Z7A	Only Vegetarians in Heaven? || I'd Like to Know?	https://www.youtube.com/watch?v=793BAEl4Z7A	curation/transcripts/id-like-to-know/084-793BAEl4Z7A-Only Vegetarians in Heaven？ ｜｜ I'd Like to Know？.info.json	curation/transcripts/id-like-to-know/084-793BAEl4Z7A-Only Vegetarians in Heaven？ ｜｜ I'd Like to Know？.en-orig.vtt				
85	NZv1Qq74V94	Withholding Tithe? || I'd Like to Know?	https://www.youtube.com/watch?v=NZv1Qq74V94	curation/transcripts/id-like-to-know/085-NZv1Qq74V94-Withholding Tithe？ ｜｜ I'd Like to Know？.info.json	curation/transcripts/id-like-to-know/085-NZv1Qq74V94-Withholding Tithe？ ｜｜ I'd Like to Know？.en-orig.vtt				
86	qgnJEfsvJ_A	Historical Facts Explained? || I'd Like to Know?	https://www.youtube.com/watch?v=qgnJEfsvJ_A	curation/transcripts/id-like-to-know/086-qgnJEfsvJ_A-Historical Facts Explained？ ｜｜ I'd Like to Know？.info.json	curation/transcripts/id-like-to-know/086-qgnJEfsvJ_A-Historical Facts Explained？ ｜｜ I'd Like to Know？.en-orig.vtt				
87	faidV5wm9HU	Financial Stewardship? || I'd Like to Know?	https://www.youtube.com/watch?v=faidV5wm9HU	curation/transcripts/id-like-to-know/087-faidV5wm9HU-Financial Stewardship？ ｜｜ I'd Like to Know？.info.json	curation/transcripts/id-like-to-know/087-faidV5wm9HU-Financial Stewardship？ ｜｜ I'd Like to Know？.en-orig.vtt				
88	LKbhsoIuxTs	Ark of the Covenant Lost? || I'd Like to Know?	https://www.youtube.com/watch?v=LKbhsoIuxTs	curation/transcripts/id-like-to-know/088-LKbhsoIuxTs-Ark of the Covenant Lost？ ｜｜ I'd Like to Know？.info.json	curation/transcripts/id-like-to-know/088-LKbhsoIuxTs-Ark of the Covenant Lost？ ｜｜ I'd Like to Know？.en-orig.vtt	ilk-018	018	Ark of the Covenant Lost?	curation/curated/id-like-to-know/items/ilk-018.md
89	147ltKm2k_Y	666 and USA? || I'd Like to Know?	https://www.youtube.com/watch?v=147ltKm2k_Y	curation/transcripts/id-like-to-know/089-147ltKm2k_Y-666 and USA？ ｜｜ I'd Like to Know？.info.json	curation/transcripts/id-like-to-know/089-147ltKm2k_Y-666 and USA？ ｜｜ I'd Like to Know？.en-orig.vtt	ilk-002	002	666 and USA?	curation/curated/id-like-to-know/items/ilk-002.md
90	bZXhQCO3N54	God Hardens Hearts? || I'd Like to Know?	https://www.youtube.com/watch?v=bZXhQCO3N54	curation/transcripts/id-like-to-know/090-bZXhQCO3N54-God Hardens Hearts？ ｜｜ I'd Like to Know？.info.json	curation/transcripts/id-like-to-know/090-bZXhQCO3N54-God Hardens Hearts？ ｜｜ I'd Like to Know？.en-orig.vtt				
91	6xmPiCU-53g	Tithing for Hidden Agendas? || I'd Like to Know?	https://www.youtube.com/watch?v=6xmPiCU-53g	curation/transcripts/id-like-to-know/091-6xmPiCU-53g-Tithing for Hidden Agendas？ ｜｜ I'd Like to Know？.info.json	curation/transcripts/id-like-to-know/091-6xmPiCU-53g-Tithing for Hidden Agendas？ ｜｜ I'd Like to Know？.en-orig.vtt				
92	oXtvPu57iUU	Working on Sabbath? || I'd Like to Know?	https://www.youtube.com/watch?v=oXtvPu57iUU	curation/transcripts/id-like-to-know/092-oXtvPu57iUU-Working on Sabbath？ ｜｜ I'd Like to Know？.info.json	curation/transcripts/id-like-to-know/092-oXtvPu57iUU-Working on Sabbath？ ｜｜ I'd Like to Know？.en-orig.vtt				
93	3oTRPiZMbac	Keys to Heaven? || I'd Like to Know?	https://www.youtube.com/watch?v=3oTRPiZMbac	curation/transcripts/id-like-to-know/093-3oTRPiZMbac-Keys to Heaven？ ｜｜ I'd Like to Know？.info.json	curation/transcripts/id-like-to-know/093-3oTRPiZMbac-Keys to Heaven？ ｜｜ I'd Like to Know？.en-orig.vtt				
94	JtSfT1711Ek	God's Killing Orders Justified? || I’d Like to Know?	https://www.youtube.com/watch?v=JtSfT1711Ek	curation/transcripts/id-like-to-know/094-JtSfT1711Ek-God's Killing Orders Justified？ ｜｜ I’d Like to Know？.info.json	curation/transcripts/id-like-to-know/094-JtSfT1711Ek-God's Killing Orders Justified？ ｜｜ I’d Like to Know？.en-orig.vtt				
95	pum984t3CYU	Cross Dressing: Is It Sinful? || I’d Like to Know?	https://www.youtube.com/watch?v=pum984t3CYU	curation/transcripts/id-like-to-know/095-pum984t3CYU-Cross Dressing： Is It Sinful？ ｜｜ I’d Like to Know？.info.json	curation/transcripts/id-like-to-know/095-pum984t3CYU-Cross Dressing： Is It Sinful？ ｜｜ I’d Like to Know？.en-orig.vtt				
96	g9ZlZVsVeX4	Work vs Parenting? || I'd Like to Know?	https://www.youtube.com/watch?v=g9ZlZVsVeX4	curation/transcripts/id-like-to-know/096-g9ZlZVsVeX4-Work vs Parenting？ ｜｜ I'd Like to Know？.info.json	curation/transcripts/id-like-to-know/096-g9ZlZVsVeX4-Work vs Parenting？ ｜｜ I'd Like to Know？.en-orig.vtt				
97	aHX4BskaLuY	Jewish Nation and Jesus? || I’d Like to Know?	https://www.youtube.com/watch?v=aHX4BskaLuY	curation/transcripts/id-like-to-know/097-aHX4BskaLuY-Jewish Nation and Jesus？ ｜｜ I’d Like to Know？.info.json	curation/transcripts/id-like-to-know/097-aHX4BskaLuY-Jewish Nation and Jesus？ ｜｜ I’d Like to Know？.en-orig.vtt				
98	L67GGB0Qhh0	Is KJV Reliable? || I’d Like to Know?	https://www.youtube.com/watch?v=L67GGB0Qhh0	curation/transcripts/id-like-to-know/098-L67GGB0Qhh0-Is KJV Reliable？ ｜｜ I’d Like to Know？.info.json	curation/transcripts/id-like-to-know/098-L67GGB0Qhh0-Is KJV Reliable？ ｜｜ I’d Like to Know？.en-orig.vtt				
99	4GPi9EKGGlE	Christianity Keeping People in Poverty? || I’d Like to Know?	https://www.youtube.com/watch?v=4GPi9EKGGlE	curation/transcripts/id-like-to-know/099-4GPi9EKGGlE-Christianity Keeping People in Poverty？ ｜｜ I’d Like to Know？.info.json	curation/transcripts/id-like-to-know/099-4GPi9EKGGlE-Christianity Keeping People in Poverty？ ｜｜ I’d Like to Know？.en-orig.vtt				
100	7qV1WYotpjk	Possible to Live Sinless? || I’d Like to Know	https://www.youtube.com/watch?v=7qV1WYotpjk	curation/transcripts/id-like-to-know/100-7qV1WYotpjk-Possible to Live Sinless？ ｜｜ I’d Like to Know.info.json	curation/transcripts/id-like-to-know/100-7qV1WYotpjk-Possible to Live Sinless？ ｜｜ I’d Like to Know.en-orig.vtt				
101	EBe1yQNlurM	Serving God with Disabilities? || I’d Like to Know	https://www.youtube.com/watch?v=EBe1yQNlurM	curation/transcripts/id-like-to-know/101-EBe1yQNlurM-Serving God with Disabilities？ ｜｜ I’d Like to Know.info.json	curation/transcripts/id-like-to-know/101-EBe1yQNlurM-Serving God with Disabilities？ ｜｜ I’d Like to Know.en-orig.vtt				
102	CbLp1gmZ95o	New Church in The Last Days? || I’d Like to Know	https://www.youtube.com/watch?v=CbLp1gmZ95o	curation/transcripts/id-like-to-know/102-CbLp1gmZ95o-New Church in The Last Days？ ｜｜ I’d Like to Know.info.json	curation/transcripts/id-like-to-know/102-CbLp1gmZ95o-New Church in The Last Days？ ｜｜ I’d Like to Know.en-orig.vtt				
103	G1NbXwWXfmo	Unclean on the Sabbath? || I’d Like to Know	https://www.youtube.com/watch?v=G1NbXwWXfmo	curation/transcripts/id-like-to-know/103-G1NbXwWXfmo-Unclean on the Sabbath？ ｜｜ I’d Like to Know.info.json	curation/transcripts/id-like-to-know/103-G1NbXwWXfmo-Unclean on the Sabbath？ ｜｜ I’d Like to Know.en-orig.vtt				
104	NmZMAf1QBmk	Can Tithe Be Used for Retirement? || I’d Like to Know	https://www.youtube.com/watch?v=NmZMAf1QBmk	curation/transcripts/id-like-to-know/104-NmZMAf1QBmk-Can Tithe Be Used for Retirement？ ｜｜ I’d Like to Know.info.json	curation/transcripts/id-like-to-know/104-NmZMAf1QBmk-Can Tithe Be Used for Retirement？ ｜｜ I’d Like to Know.en-orig.vtt				
105	q357EQCrDZo	I'm Not Living the Baptized Life? || I’d Like to Know	https://www.youtube.com/watch?v=q357EQCrDZo	curation/transcripts/id-like-to-know/105-q357EQCrDZo-I'm Not Living the Baptized Life？ ｜｜ I’d Like to Know.info.json	curation/transcripts/id-like-to-know/105-q357EQCrDZo-I'm Not Living the Baptized Life？ ｜｜ I’d Like to Know.en-orig.vtt				
106	aQW8bRKA9qc	Making Money on Sabbath? || I’d Like to Know	https://www.youtube.com/watch?v=aQW8bRKA9qc	curation/transcripts/id-like-to-know/106-aQW8bRKA9qc-Making Money on Sabbath？ ｜｜ I’d Like to Know.info.json	curation/transcripts/id-like-to-know/106-aQW8bRKA9qc-Making Money on Sabbath？ ｜｜ I’d Like to Know.en-orig.vtt				
107	cPjeLXQoPxo	Is Satan Immortal? || I’d Like to Know	https://www.youtube.com/watch?v=cPjeLXQoPxo	curation/transcripts/id-like-to-know/107-cPjeLXQoPxo-Is Satan Immortal？ ｜｜ I’d Like to Know.info.json	curation/transcripts/id-like-to-know/107-cPjeLXQoPxo-Is Satan Immortal？ ｜｜ I’d Like to Know.en-orig.vtt				
108	4QnTcOeFYs0	Do I Tithe Borrowed Money? || I’d Like to Know	https://www.youtube.com/watch?v=4QnTcOeFYs0	curation/transcripts/id-like-to-know/108-4QnTcOeFYs0-Do I Tithe Borrowed Money？ ｜｜ I’d Like to Know.info.json	curation/transcripts/id-like-to-know/108-4QnTcOeFYs0-Do I Tithe Borrowed Money？ ｜｜ I’d Like to Know.en-orig.vtt				
109	HWaS-FU4NPU	Was Jesus Created? || I’d Like to Know	https://www.youtube.com/watch?v=HWaS-FU4NPU	curation/transcripts/id-like-to-know/109-HWaS-FU4NPU-Was Jesus Created？ ｜｜ I’d Like to Know.info.json	curation/transcripts/id-like-to-know/109-HWaS-FU4NPU-Was Jesus Created？ ｜｜ I’d Like to Know.en-orig.vtt				
110	2z9TXPBuDoY	Was Jesus Tolerant? || I’d Like to Know	https://www.youtube.com/watch?v=2z9TXPBuDoY	curation/transcripts/id-like-to-know/110-2z9TXPBuDoY-Was Jesus Tolerant？ ｜｜ I’d Like to Know.info.json	curation/transcripts/id-like-to-know/110-2z9TXPBuDoY-Was Jesus Tolerant？ ｜｜ I’d Like to Know.en-orig.vtt				
111	UPwyuLSrNS0	Body, Soul, and Spirit? || I’d Like to Know	https://www.youtube.com/watch?v=UPwyuLSrNS0	curation/transcripts/id-like-to-know/111-UPwyuLSrNS0-Body, Soul, and Spirit？ ｜｜ I’d Like to Know.info.json	curation/transcripts/id-like-to-know/111-UPwyuLSrNS0-Body, Soul, and Spirit？ ｜｜ I’d Like to Know.en-orig.vtt	ilk-024	024	Body, Soul, and Spirit?	curation/curated/id-like-to-know/items/ilk-024.md
112	oPLtReJGF54	Will Atheists Be Saved?  || I’d Like to Know	https://www.youtube.com/watch?v=oPLtReJGF54	curation/transcripts/id-like-to-know/112-oPLtReJGF54-Will Atheists Be Saved？  ｜｜ I’d Like to Know.info.json	curation/transcripts/id-like-to-know/112-oPLtReJGF54-Will Atheists Be Saved？  ｜｜ I’d Like to Know.en-orig.vtt				
113	OtQkavbbvDQ	Disregarding Biblical Principles?  || I’d Like to Know	https://www.youtube.com/watch?v=OtQkavbbvDQ	curation/transcripts/id-like-to-know/113-OtQkavbbvDQ-Disregarding Biblical Principles？  ｜｜ I’d Like to Know.info.json	curation/transcripts/id-like-to-know/113-OtQkavbbvDQ-Disregarding Biblical Principles？  ｜｜ I’d Like to Know.en-orig.vtt				
114	GZX0_2-CxZQ	Violating The Sabbath With Exercise? || I’d Like to Know	https://www.youtube.com/watch?v=GZX0_2-CxZQ	curation/transcripts/id-like-to-know/114-GZX0_2-CxZQ-Violating The Sabbath With Exercise？ ｜｜ I’d Like to Know.info.json	curation/transcripts/id-like-to-know/114-GZX0_2-CxZQ-Violating The Sabbath With Exercise？ ｜｜ I’d Like to Know.en-orig.vtt				
115	JDTB1_Vp7I0	Sacrificial Murder is Okay? || I’d Like to Know	https://www.youtube.com/watch?v=JDTB1_Vp7I0	curation/transcripts/id-like-to-know/115-JDTB1_Vp7I0-Sacrificial Murder is Okay？ ｜｜ I’d Like to Know.info.json	curation/transcripts/id-like-to-know/115-JDTB1_Vp7I0-Sacrificial Murder is Okay？ ｜｜ I’d Like to Know.en-orig.vtt				
116	kMQ68_P4PSM	Lucifer's Rank in Heaven? || I’d Like to Know	https://www.youtube.com/watch?v=kMQ68_P4PSM	curation/transcripts/id-like-to-know/116-kMQ68_P4PSM-Lucifer's Rank in Heaven？ ｜｜ I’d Like to Know.info.json	curation/transcripts/id-like-to-know/116-kMQ68_P4PSM-Lucifer's Rank in Heaven？ ｜｜ I’d Like to Know.en-orig.vtt				
117	h31OQA5PplE	Are Sabbath Games Okay? || I’d Like to Know	https://www.youtube.com/watch?v=h31OQA5PplE	curation/transcripts/id-like-to-know/117-h31OQA5PplE-Are Sabbath Games Okay？ ｜｜ I’d Like to Know.info.json	curation/transcripts/id-like-to-know/117-h31OQA5PplE-Are Sabbath Games Okay？ ｜｜ I’d Like to Know.en-orig.vtt	ilk-013	013	Are Sabbath Games Okay?	curation/curated/id-like-to-know/items/ilk-013.md
118	NBsoclPxjTM	Is Fasting Bad? || I’d Like to Know	https://www.youtube.com/watch?v=NBsoclPxjTM	curation/transcripts/id-like-to-know/118-NBsoclPxjTM-Is Fasting Bad？ ｜｜ I’d Like to Know.info.json	curation/transcripts/id-like-to-know/118-NBsoclPxjTM-Is Fasting Bad？ ｜｜ I’d Like to Know.en-orig.vtt				
119	p8jbvLYgtZE	Baptism in the Sea of Glass? || I’d Like to Know	https://www.youtube.com/watch?v=p8jbvLYgtZE	curation/transcripts/id-like-to-know/119-p8jbvLYgtZE-Baptism in the Sea of Glass？ ｜｜ I’d Like to Know.info.json	curation/transcripts/id-like-to-know/119-p8jbvLYgtZE-Baptism in the Sea of Glass？ ｜｜ I’d Like to Know.en-orig.vtt	ilk-020	020	Baptism in the Sea of Glass?	curation/curated/id-like-to-know/items/ilk-020.md
120	bw8lGC3xXjI	Perfection is Not Enough? || I’d Like to Know	https://www.youtube.com/watch?v=bw8lGC3xXjI	curation/transcripts/id-like-to-know/120-bw8lGC3xXjI-Perfection is Not Enough？ ｜｜ I’d Like to Know.info.json	curation/transcripts/id-like-to-know/120-bw8lGC3xXjI-Perfection is Not Enough？ ｜｜ I’d Like to Know.en-orig.vtt				
121	tWmnUk_FZWY	Jesus Forever Human? || I’d Like to Know	https://www.youtube.com/watch?v=tWmnUk_FZWY	curation/transcripts/id-like-to-know/121-tWmnUk_FZWY-Jesus Forever Human？ ｜｜ I’d Like to Know.info.json	curation/transcripts/id-like-to-know/121-tWmnUk_FZWY-Jesus Forever Human？ ｜｜ I’d Like to Know.en-orig.vtt				
122	Q0VdTyxXxdU	No Guns for Christians? || I’d Like to Know	https://www.youtube.com/watch?v=Q0VdTyxXxdU	curation/transcripts/id-like-to-know/122-Q0VdTyxXxdU-No Guns for Christians？ ｜｜ I’d Like to Know.info.json	curation/transcripts/id-like-to-know/122-Q0VdTyxXxdU-No Guns for Christians？ ｜｜ I’d Like to Know.en-orig.vtt				
123	CQS2Bo_1nfY	Dancing Displeasing to God? || I’d Like to Know	https://www.youtube.com/watch?v=CQS2Bo_1nfY	curation/transcripts/id-like-to-know/123-CQS2Bo_1nfY-Dancing Displeasing to God？ ｜｜ I’d Like to Know.info.json	curation/transcripts/id-like-to-know/123-CQS2Bo_1nfY-Dancing Displeasing to God？ ｜｜ I’d Like to Know.en-orig.vtt				
